,,,,,,,,,,,,,,,,,
,#,अध्याय,नाम,श्लोक,खोज-शब्द,,,,,,,Ref,Link,श्रेणी,विषय,वक्ता,सारांश 
,114,2,सांख्य योग,67,हवा,नाव,जलराशि ,भेदभाव,इन्द्रियाँ ,जुड़ा,,2.67,114 2.67.mp4,3,चेतना,कृष्ण,वस्तुओं के बीच विचरण करने वाली इन्द्रियाँ विवेक को समाप्त कर देती हैं
,115,2,सांख्य योग,68,इन्द्रियाँ ,बनाए रखा,वस्तुओं,स्थिर,मस्तिष्क ,,,2.68,115 2.68.mp4,2,चेतना,कृष्ण,स्थिर मन में सभी इन्द्रियाँ विषयों से दूर रहती हैं
,116,2,सांख्य योग,69,रात,समझना,योगी,जागना,साधक ,प्राणियों,,2.69,116 2.69.mp4,5,योग,कृष्ण,ईश्वर-साक्षात्कार प्राप्त योगी रात्रि में जागते हैं और ईश्वर-साक्षात्कार प्राप्त योगी रात्रि में जागते हैं।
,117,2,सांख्य योग,70,पानी,नदी,महासागर,अबाधित,आनंद,शांति,,2.70,117 2.70.mp4,4,शांति,कृष्ण,"शांति पाने के लिए, जब सभी सुख विलीन हो जाएं, तब भी अविचलित रहो"
,118,2,सांख्य योग,71,इच्छाएँ,मुक्त,शांति,लगाव,अहम् ,प्यास,,2.71,118 2.71.mp4,5,शांति,कृष्ण,"शांति के लिए कोई आसक्ति, इच्छा, अहंकार या भोग नहीं"
,119,2,सांख्य योग,72,समझना,माया,परमानन्द ,स्थापित,पल,नियन्त्रण,,2.72,119 2.72.mp4,3,बुद्धि,कृष्ण,मोह पर विजय प्राप्त करें और आनन्द प्राप्त करने के लिए अंतिम क्षण तक भी स्थिर रहें
,120,3,कर्म योग,1,ज्ञान,श्रेष्ठ ,कर्म ,भयानक,इच्छा,,,3.1,120 3.1.mp4,2,ज्ञान,अर्जुन,"यदि ज्ञान कर्म से श्रेष्ठ है, तो कर्म में क्यों लगना?"
,121,3,कर्म योग,2,उलझन ,निश्चित,प्राप्त,अभिव्यक्ति,अच्छा,अनुशासन,,3.2,121 3.2.mp4,2,अनुशासन,अर्जुन,मन को उलझन में डालने से बचने के लिए सर्वोच्च भलाई के लिए निश्चित अनुशासन की खोज 
,122,3,कर्म योग,3,साधना,योगी,अवधि,ज्ञान,कर्म ,,,3.3,122 3.3.mp4,3,योग,कृष्ण,साधना के दो पाठ्यक्रम अर्थात. सांख्ययोग और कर्मयोग
,123,3,कर्म योग,4,स्वतंत्रता,कर्म ,पहुँचना,पूर्णता,रोकना,,,3.4,123 3.4.mp4,4,कर्म,कृष्ण,कर्म के बिना स्वतंत्रता नहीं और कर्म बंद करने से पूर्णता नहीं
,124,3,कर्म योग,5,निष्क्रिय,पल,असहाय,चलाया,कर्म ,प्रकृति,,3.5,124 3.5.mp4,5,कर्म,कृष्ण,"निष्क्रियता संभव नहीं है, क्योंकि यह प्रकृति द्वारा प्रेरित है।"
,125,3,कर्म योग,6,बाहर,नियंत्रित,अंग,मानसिक,भुलाना,पाखंडी,,3.6,125 3.6.mp4,5,इच्छाएँ,कृष्ण,"पाखंडी लोग इन्द्रियों और कर्मों से दूर रहते हैं, लेकिन मानसिक रूप से विषयों में ही लगे रहते हैं।"
,126,3,कर्म योग,7,नियंत्रण,अंग,इच्छा,स्वाधीन,योग,श्रेष्ठता ,,3.7,126 3.7.mp4,3,लगाव,कृष्ण,"इन्द्रियों और कर्मों को इच्छाशक्ति से नियंत्रित करो, श्रेष्ठता के प्रति अनासक्त रहो"
,127,3,कर्म योग,8,प्रदर्शन ,कर्तव्य,कर्म ,श्रेष्ठ,निष्क्रियता,बचना,,3.8,127 3.8.mp4,5,कर्म,कृष्ण,"अपना कर्तव्य निभाओ, क्योंकि कर्म अकर्म से श्रेष्ठ है"
,128,3,कर्म योग,9,अवश्यंभावी,कर्म ,त्याग,लगन,कर्तव्य,लगाव,,3.9,128 3.9.mp4,3,कर्म,कृष्ण,"त्याग के लिए, आसक्ति से मुक्त होकर, परिश्रमपूर्वक कर्तव्यों का पालन करें"
